image_path,label,xmin,ymin,xmax,ymax,xc,yc,w,h
.\data\pascal_voc\train\000035.jpg,person,0.002,0.256,0.382,0.9626666666666667,0.192,0.6093333333333333,0.38,0.7066666666666667
.\data\pascal_voc\train\000035.jpg,person,0.436,0.2613333333333333,0.93,0.848,0.683,0.5546666666666666,0.49400000000000005,0.5866666666666667
.\data\pascal_voc\train\000035.jpg,person,0.936,0.52,1.0,0.8453333333333334,0.968,0.6826666666666668,0.06399999999999995,0.32533333333333336
.\data\pascal_voc\train\000035.jpg,diningtable,0.006,0.8106666666666666,1.0,1.0,0.503,0.9053333333333333,0.994,0.18933333333333335
.\data\pascal_voc\train\000036.jpg,dog,0.08132530120481928,0.158,0.9608433734939759,0.688,0.5210843373493975,0.423,0.8795180722891566,0.5299999999999999
.\data\pascal_voc\train\000039.jpg,tvmonitor,0.312,0.23733333333333334,0.688,0.744,0.5,0.4906666666666667,0.37599999999999995,0.5066666666666666
.\data\pascal_voc\train\000041.jpg,tvmonitor,0.726,0.14114114114114115,0.864,0.3213213213213213,0.7949999999999999,0.23123123123123124,0.138,0.18018018018018014
.\data\pascal_voc\train\000041.jpg,person,0.432,0.27627627627627627,0.614,0.9069069069069069,0.523,0.5915915915915916,0.182,0.6306306306306306
.\data\pascal_voc\train\000041.jpg,person,0.328,0.4444444444444444,0.454,0.7327327327327328,0.391,0.5885885885885886,0.126,0.28828828828828834
.\data\pascal_voc\train\000042.jpg,train,0.526,0.0955223880597015,1.0,0.8805970149253731,0.763,0.4880597014925373,0.474,0.7850746268656716
.\data\pascal_voc\train\000042.jpg,train,0.002,0.10746268656716418,0.47,0.8925373134328358,0.236,0.5,0.46799999999999997,0.7850746268656716
.\data\pascal_voc\train\000044.jpg,chair,0.002,0.003003003003003003,0.74,0.990990990990991,0.371,0.496996996996997,0.738,0.9879879879879879
.\data\pascal_voc\train\000044.jpg,cat,0.198,0.3033033033033033,0.624,0.6396396396396397,0.41100000000000003,0.4714714714714715,0.426,0.33633633633633636
.\data\pascal_voc\train\000046.jpg,bird,0.6355421686746988,0.468,0.9548192771084337,0.732,0.7951807228915663,0.6,0.3192771084337349,0.26399999999999996
.\data\pascal_voc\train\000047.jpg,car,0.03,0.003003003003003003,0.918,0.9369369369369369,0.47400000000000003,0.46996996996997,0.888,0.9339339339339339
.\data\pascal_voc\train\000047.jpg,chair,0.878,0.5105105105105106,0.974,0.6906906906906907,0.9259999999999999,0.6006006006006006,0.09599999999999997,0.18018018018018012
.\data\pascal_voc\train\000048.jpg,bird,0.15466666666666667,0.214,0.776,0.93,0.4653333333333334,0.5720000000000001,0.6213333333333333,0.7160000000000001
.\data\pascal_voc\train\000048.jpg,person,0.005333333333333333,0.002,0.8053333333333333,1.0,0.4053333333333333,0.501,0.8,0.998
.\data\pascal_voc\train\000050.jpg,chair,0.81,0.408,0.986,0.68,0.898,0.544,0.17599999999999993,0.2720000000000001
.\data\pascal_voc\train\000050.jpg,chair,0.55,0.344,0.624,0.4533333333333333,0.587,0.3986666666666666,0.07399999999999995,0.10933333333333334
.\data\pascal_voc\train\000050.jpg,bottle,0.72,0.512,0.762,0.7066666666666667,0.741,0.6093333333333333,0.04200000000000004,0.19466666666666665
.\data\pascal_voc\train\000050.jpg,bottle,0.798,0.4826666666666667,0.844,0.6266666666666667,0.821,0.5546666666666666,0.04599999999999993,0.14400000000000002
.\data\pascal_voc\train\000050.jpg,bottle,0.54,0.48,0.582,0.6586666666666666,0.5609999999999999,0.5693333333333332,0.041999999999999926,0.17866666666666664
.\data\pascal_voc\train\000050.jpg,bottle,0.588,0.4693333333333333,0.624,0.6426666666666667,0.606,0.556,0.03600000000000003,0.1733333333333334
.\data\pascal_voc\train\000050.jpg,person,0.136,0.256,0.586,1.0,0.361,0.628,0.44999999999999996,0.744
.\data\pascal_voc\train\000050.jpg,person,0.002,0.18933333333333333,0.174,0.8853333333333333,0.088,0.5373333333333333,0.172,0.696
.\data\pascal_voc\train\000050.jpg,person,0.37,0.18133333333333335,0.518,0.5253333333333333,0.444,0.35333333333333333,0.14800000000000002,0.344
.\data\pascal_voc\train\000050.jpg,person,0.572,0.17066666666666666,0.812,0.6346666666666667,0.692,0.4026666666666667,0.2400000000000001,0.4640000000000001
.\data\pascal_voc\train\000051.jpg,motorbike,0.704,0.368,1.0,1.0,0.852,0.6839999999999999,0.29600000000000004,0.632
.\data\pascal_voc\train\000051.jpg,motorbike,0.21,0.0026666666666666666,0.854,0.6533333333333333,0.532,0.328,0.644,0.6506666666666666
.\data\pascal_voc\train\000051.jpg,person,0.83,0.16266666666666665,0.93,0.52,0.88,0.3413333333333333,0.10000000000000009,0.3573333333333334
.\data\pascal_voc\train\000052.jpg,pottedplant,0.828,0.6966966966966966,0.916,0.7897897897897898,0.872,0.7432432432432432,0.08800000000000008,0.0930930930930931
.\data\pascal_voc\train\000052.jpg,pottedplant,0.582,0.7117117117117117,0.666,0.8108108108108109,0.624,0.7612612612612613,0.08400000000000007,0.0990990990990992
.\data\pascal_voc\train\000052.jpg,pottedplant,0.366,0.7147147147147147,0.454,0.8198198198198198,0.41000000000000003,0.7672672672672672,0.08800000000000002,0.10510510510510507
.\data\pascal_voc\train\000052.jpg,pottedplant,0.104,0.7327327327327328,0.198,0.8228228228228228,0.151,0.7777777777777778,0.09400000000000001,0.09009009009009006
.\data\pascal_voc\train\000052.jpg,pottedplant,0.124,0.2882882882882883,0.214,0.3963963963963964,0.16899999999999998,0.34234234234234234,0.09,0.10810810810810811
.\data\pascal_voc\train\000052.jpg,pottedplant,0.368,0.2822822822822823,0.45,0.3843843843843844,0.40900000000000003,0.33333333333333337,0.08200000000000002,0.10210210210210208
.\data\pascal_voc\train\000060.jpg,car,0.002,0.4101796407185629,0.854,0.9970059880239521,0.428,0.7035928143712575,0.852,0.5868263473053892
.\data\pascal_voc\train\000060.jpg,car,0.002,0.18562874251497005,0.958,0.7035928143712575,0.48,0.4446107784431138,0.956,0.5179640718562875
.\data\pascal_voc\train\000060.jpg,car,0.002,0.08083832335329341,0.844,0.4221556886227545,0.423,0.25149700598802394,0.842,0.3413173652694611
.\data\pascal_voc\train\000060.jpg,car,0.088,0.020958083832335328,0.916,0.40119760479041916,0.502,0.21107784431137724,0.8280000000000001,0.38023952095808383
.\data\pascal_voc\train\000060.jpg,car,0.398,0.017964071856287425,0.95,0.2934131736526946,0.6739999999999999,0.155688622754491,0.5519999999999999,0.2754491017964072
.\data\pascal_voc\train\000061.jpg,boat,0.548,0.03303303303303303,0.874,0.8378378378378378,0.7110000000000001,0.43543543543543545,0.32599999999999996,0.8048048048048048
.\data\pascal_voc\train\000061.jpg,boat,0.368,0.6426426426426426,0.562,0.7567567567567568,0.465,0.6996996996996997,0.19400000000000006,0.1141141141141142
.\data\pascal_voc\train\000063.jpg,dog,0.246,0.30666666666666664,0.758,0.7333333333333333,0.502,0.52,0.512,0.42666666666666664
.\data\pascal_voc\train\000063.jpg,chair,0.15,0.0026666666666666666,0.856,1.0,0.503,0.5013333333333333,0.706,0.9973333333333333
.\data\pascal_voc\train\000064.jpg,bird,0.0020161290322580645,0.046,0.9092741935483871,1.0,0.4556451612903226,0.523,0.907258064516129,0.954
.\data\pascal_voc\train\000065.jpg,dog,0.004,0.31044776119402984,0.796,0.9970149253731343,0.4,0.6537313432835821,0.792,0.6865671641791045
.\data\pascal_voc\train\000066.jpg,person,0.418,0.49866666666666665,0.456,0.6133333333333333,0.437,0.5559999999999999,0.038000000000000034,0.11466666666666664
.\data\pascal_voc\train\000066.jpg,person,0.484,0.48533333333333334,0.548,0.6906666666666667,0.516,0.588,0.06400000000000006,0.2053333333333333
.\data\pascal_voc\train\000066.jpg,person,0.538,0.5013333333333333,0.59,0.6906666666666667,0.5640000000000001,0.596,0.051999999999999935,0.18933333333333335
.\data\pascal_voc\train\000072.jpg,motorbike,0.12012012012012012,0.142,1.0,0.946,0.56006006006006,0.5439999999999999,0.8798798798798799,0.8039999999999999
.\data\pascal_voc\train\000072.jpg,motorbike,0.0990990990990991,0.084,0.993993993993994,0.272,0.5465465465465466,0.17800000000000002,0.8948948948948949,0.188
.\data\pascal_voc\train\000073.jpg,pottedplant,0.32266666666666666,0.286,1.0,0.92,0.6613333333333333,0.603,0.6773333333333333,0.6340000000000001
.\data\pascal_voc\train\000073.jpg,pottedplant,0.005333333333333333,0.308,0.17066666666666666,0.918,0.088,0.613,0.16533333333333333,0.6100000000000001
.\data\pascal_voc\train\000073.jpg,boat,0.72,0.31,1.0,0.662,0.86,0.486,0.28,0.35200000000000004
.\data\pascal_voc\train\000073.jpg,person,0.058666666666666666,0.286,0.3893333333333333,1.0,0.22399999999999998,0.643,0.33066666666666666,0.714
.\data\pascal_voc\train\000077.jpg,cat,0.48,0.003003003003003003,1.0,1.0,0.74,0.5015015015015015,0.52,0.996996996996997
.\data\pascal_voc\train\000077.jpg,cat,0.004,0.003003003003003003,0.612,1.0,0.308,0.5015015015015015,0.608,0.996996996996997
.\data\pascal_voc\train\000078.jpg,dog,0.03,0.17899761336515513,0.95,0.9832935560859188,0.49,0.581145584725537,0.9199999999999999,0.8042959427207637
.\data\pascal_voc\train\000078.jpg,dog,0.188,0.09785202863961814,0.874,0.568019093078759,0.531,0.3329355608591886,0.6859999999999999,0.4701670644391408
.\data\pascal_voc\train\000081.jpg,sofa,0.47,0.4744744744744745,0.924,0.8468468468468469,0.6970000000000001,0.6606606606606606,0.45400000000000007,0.37237237237237236
.\data\pascal_voc\train\000081.jpg,sofa,0.016,0.4984984984984985,0.44,0.9669669669669669,0.228,0.7327327327327327,0.424,0.46846846846846846
.\data\pascal_voc\train\000081.jpg,person,0.396,0.46846846846846846,0.682,0.6936936936936937,0.539,0.5810810810810811,0.28600000000000003,0.22522522522522526
.\data\pascal_voc\train\000081.jpg,person,0.698,0.43543543543543545,0.902,0.7987987987987988,0.8,0.6171171171171171,0.20400000000000007,0.36336336336336333
.\data\pascal_voc\train\000081.jpg,person,0.122,0.4864864864864865,0.34,1.0,0.231,0.7432432432432432,0.21800000000000003,0.5135135135135135
.\data\pascal_voc\train\000081.jpg,person,0.058,0.4984984984984985,0.146,0.6396396396396397,0.102,0.5690690690690691,0.088,0.14114114114114118
.\data\pascal_voc\train\000081.jpg,person,0.596,0.7387387387387387,0.866,1.0,0.731,0.8693693693693694,0.27,0.26126126126126126
.\data\pascal_voc\train\000081.jpg,person,0.392,0.6456456456456456,0.664,0.990990990990991,0.528,0.8183183183183182,0.272,0.34534534534534533
.\data\pascal_voc\train\000081.jpg,person,0.54,0.8948948948948949,0.648,1.0,0.5940000000000001,0.9474474474474475,0.10799999999999998,0.10510510510510507
.\data\pascal_voc\train\000083.jpg,car,0.218,0.0990990990990991,0.894,0.9279279279279279,0.556,0.5135135135135135,0.676,0.8288288288288288
.\data\pascal_voc\train\000083.jpg,person,0.76,0.006006006006006006,0.87,0.40540540540540543,0.815,0.2057057057057057,0.10999999999999999,0.39939939939939945
.\data\pascal_voc\train\000083.jpg,person,0.276,0.042042042042042045,0.386,0.34534534534534533,0.331,0.19369369369369369,0.10999999999999999,0.3033033033033033
.\data\pascal_voc\train\000083.jpg,person,0.002,0.06006006006006006,0.15,0.6126126126126126,0.076,0.3363363363363363,0.148,0.5525525525525525
.\data\pascal_voc\train\000083.jpg,person,0.12,0.14414414414414414,0.228,0.46846846846846846,0.174,0.3063063063063063,0.10800000000000001,0.32432432432432434
.\data\pascal_voc\train\000083.jpg,person,0.064,0.15315315315315314,0.166,0.4864864864864865,0.115,0.31981981981981983,0.10200000000000001,0.33333333333333337
.\data\pascal_voc\train\000089.jpg,person,0.04,0.01871657754010695,0.366,0.9491978609625669,0.20299999999999999,0.4839572192513369,0.326,0.93048128342246
.\data\pascal_voc\train\000089.jpg,person,0.196,0.5748663101604278,0.858,1.0,0.527,0.7874331550802138,0.6619999999999999,0.4251336898395722
.\data\pascal_voc\train\000089.jpg,person,0.664,0.37433155080213903,0.91,0.9786096256684492,0.787,0.6764705882352942,0.246,0.6042780748663101
.\data\pascal_voc\train\000089.jpg,chair,0.044,0.13636363636363635,0.634,0.7780748663101604,0.339,0.4572192513368984,0.59,0.6417112299465241
.\data\pascal_voc\train\000091.jpg,car,0.25,0.6426666666666667,0.39,0.7573333333333333,0.32,0.7,0.14,0.11466666666666658
.\data\pascal_voc\train\000091.jpg,car,0.162,0.6613333333333333,0.21,0.7146666666666667,0.186,0.688,0.04799999999999999,0.053333333333333344
.\data\pascal_voc\train\000091.jpg,car,0.182,0.6666666666666666,0.252,0.7306666666666667,0.217,0.6986666666666667,0.07,0.06400000000000006
.\data\pascal_voc\train\000093.jpg,dog,0.35,0.3687315634218289,0.688,0.7492625368731564,0.5189999999999999,0.5589970501474926,0.33799999999999997,0.38053097345132747
.\data\pascal_voc\train\000093.jpg,chair,0.106,0.008849557522123894,1.0,0.9970501474926253,0.553,0.5029498525073746,0.894,0.9882005899705014
.\data\pascal_voc\train\000095.jpg,train,0.04,0.1609907120743034,0.878,0.8823529411764706,0.459,0.521671826625387,0.838,0.7213622291021672
.\data\pascal_voc\train\000095.jpg,train,0.002,0.38699690402476783,0.228,0.7244582043343654,0.115,0.5557275541795665,0.226,0.33746130030959753
.\data\pascal_voc\train\000099.jpg,cat,0.008,0.20533333333333334,0.64,0.672,0.324,0.4386666666666667,0.632,0.4666666666666667
.\data\pascal_voc\train\000101.jpg,chair,0.37,0.17417417417417416,0.696,0.5585585585585585,0.5329999999999999,0.3663663663663663,0.32599999999999996,0.3843843843843844
.\data\pascal_voc\train\000101.jpg,person,0.08,0.1921921921921922,0.8,1.0,0.44,0.5960960960960962,0.7200000000000001,0.8078078078078078
.\data\pascal_voc\train\000102.jpg,sofa,0.832,0.4666666666666667,1.0,0.8373333333333334,0.9159999999999999,0.652,0.16800000000000004,0.3706666666666667
.\data\pascal_voc\train\000102.jpg,sofa,0.242,0.35733333333333334,0.704,0.7306666666666667,0.473,0.544,0.46199999999999997,0.37333333333333335
.\data\pascal_voc\train\000104.jpg,tvmonitor,0.806,0.3303303303303303,1.0,0.7957957957957958,0.903,0.5630630630630631,0.19399999999999995,0.4654654654654655
.\data\pascal_voc\train\000104.jpg,person,0.582,0.22522522522522523,0.884,1.0,0.733,0.6126126126126126,0.30200000000000005,0.7747747747747747
.\data\pascal_voc\train\000104.jpg,person,0.004,0.021021021021021023,0.566,1.0,0.285,0.5105105105105106,0.5619999999999999,0.978978978978979
.\data\pascal_voc\train\000107.jpg,sheep,0.942,0.464,1.0,0.6053333333333333,0.971,0.5346666666666666,0.05800000000000005,0.14133333333333326
.\data\pascal_voc\train\000107.jpg,cow,0.592,0.3973333333333333,0.668,0.4746666666666667,0.63,0.436,0.07600000000000007,0.07733333333333337
.\data\pascal_voc\train\000107.jpg,sheep,0.484,0.3893333333333333,0.518,0.45066666666666666,0.501,0.42,0.03400000000000003,0.06133333333333335
.\data\pascal_voc\train\000109.jpg,bird,0.034,0.047244094488188976,0.964,0.9251968503937008,0.499,0.4862204724409449,0.9299999999999999,0.8779527559055118
.\data\pascal_voc\train\000110.jpg,person,0.158,0.6213333333333333,0.22,0.8373333333333334,0.189,0.7293333333333334,0.062,0.21600000000000008
.\data\pascal_voc\train\000110.jpg,person,0.108,0.616,0.172,0.9173333333333333,0.13999999999999999,0.7666666666666666,0.06399999999999999,0.30133333333333334
.\data\pascal_voc\train\000110.jpg,person,0.062,0.6213333333333333,0.1,0.808,0.081,0.7146666666666667,0.038000000000000006,0.18666666666666676
.\data\pascal_voc\train\000112.jpg,dog,0.21021021021021022,0.348,0.8318318318318318,0.656,0.521021021021021,0.502,0.6216216216216216,0.30800000000000005
.\data\pascal_voc\train\000112.jpg,chair,0.8618618618618619,0.324,0.948948948948949,0.396,0.9054054054054055,0.36,0.08708708708708712,0.07200000000000001
.\data\pascal_voc\train\000113.jpg,person,0.554,0.3042168674698795,0.708,0.7831325301204819,0.631,0.5436746987951807,0.15399999999999991,0.47891566265060237
.\data\pascal_voc\train\000117.jpg,aeroplane,0.002,0.12612612612612611,0.996,0.8528528528528528,0.499,0.48948948948948945,0.994,0.7267267267267268
.\data\pascal_voc\train\000118.jpg,cat,0.328,0.25866666666666666,0.562,1.0,0.44500000000000006,0.6293333333333333,0.23400000000000004,0.7413333333333334
.\data\pascal_voc\train\000120.jpg,dog,0.132,0.3025,0.88,0.69,0.506,0.49624999999999997,0.748,0.38749999999999996
.\data\pascal_voc\train\000121.jpg,tvmonitor,0.502,0.07466666666666667,0.95,0.712,0.726,0.3933333333333333,0.44799999999999995,0.6373333333333333
.\data\pascal_voc\train\000121.jpg,tvmonitor,0.044,0.07466666666666667,0.502,0.728,0.273,0.4013333333333333,0.458,0.6533333333333333
.\data\pascal_voc\train\000122.jpg,cat,0.07578947368421053,0.041666666666666664,0.9052631578947369,0.9875,0.4905263157894737,0.5145833333333334,0.8294736842105264,0.9458333333333334
.\data\pascal_voc\train\000123.jpg,train,0.002,0.06933333333333333,0.716,0.9066666666666666,0.359,0.488,0.714,0.8373333333333333
.\data\pascal_voc\train\000125.jpg,bicycle,0.85,0.5813333333333334,1.0,0.7333333333333333,0.925,0.6573333333333333,0.15000000000000002,0.1519999999999999
.\data\pascal_voc\train\000125.jpg,person,0.872,0.5013333333333333,0.934,0.5946666666666667,0.903,0.548,0.062000000000000055,0.09333333333333338
.\data\pascal_voc\train\000125.jpg,person,0.764,0.5573333333333333,0.83,0.7253333333333334,0.7969999999999999,0.6413333333333333,0.06599999999999995,0.16800000000000004
.\data\pascal_voc\train\000125.jpg,person,0.706,0.568,0.766,0.736,0.736,0.6519999999999999,0.06000000000000005,0.16800000000000004
.\data\pascal_voc\train\000129.jpg,bicycle,0.20958083832335328,0.404,0.7634730538922155,1.0,0.4865269461077844,0.702,0.5538922155688623,0.596
.\data\pascal_voc\train\000129.jpg,bicycle,0.7514970059880239,0.484,1.0,1.0,0.875748502994012,0.742,0.24850299401197606,0.516
.\data\pascal_voc\train\000129.jpg,bicycle,0.0029940119760479044,0.288,0.20059880239520958,0.872,0.10179640718562874,0.58,0.19760479041916168,0.5840000000000001
.\data\pascal_voc\train\000129.jpg,person,0.0029940119760479044,0.002,0.19760479041916168,0.726,0.10029940119760479,0.364,0.19461077844311378,0.724
.\data\pascal_voc\train\000129.jpg,person,0.2215568862275449,0.002,0.8143712574850299,0.924,0.5179640718562875,0.463,0.592814371257485,0.922
.\data\pascal_voc\train\000129.jpg,person,0.7544910179640718,0.038,1.0,0.974,0.8772455089820359,0.506,0.2455089820359282,0.9359999999999999
.\data\pascal_voc\train\000130.jpg,boat,0.008,0.0026666666666666666,1.0,0.664,0.504,0.33333333333333337,0.992,0.6613333333333333
.\data\pascal_voc\train\000131.jpg,car,0.002,0.2972972972972973,0.95,0.7987987987987988,0.476,0.5480480480480481,0.948,0.5015015015015014
.\data\pascal_voc\train\000131.jpg,person,0.248,0.37537537537537535,0.344,0.4594594594594595,0.296,0.41741741741741745,0.09599999999999997,0.08408408408408413
.\data\pascal_voc\train\000131.jpg,person,0.368,0.3633633633633634,0.452,0.4624624624624625,0.41000000000000003,0.41291291291291293,0.08400000000000002,0.09909909909909909
.\data\pascal_voc\train\000132.jpg,bus,0.086,0.15676959619952494,0.558,0.8622327790973872,0.322,0.5095011876484561,0.4720000000000001,0.7054631828978623
.\data\pascal_voc\train\000133.jpg,person,0.16331096196868009,0.036,0.9082774049217002,1.0,0.5357941834451901,0.518,0.7449664429530201,0.964
.\data\pascal_voc\train\000133.jpg,horse,0.30201342281879195,0.454,0.756152125279642,1.0,0.529082774049217,0.727,0.4541387024608501,0.546
.\data\pascal_voc\train\000133.jpg,person,0.049217002237136466,0.002,0.16778523489932887,0.202,0.10850111856823266,0.10200000000000001,0.11856823266219241,0.2
.\data\pascal_voc\train\000133.jpg,horse,0.09395973154362416,0.116,0.30648769574944074,0.208,0.20022371364653246,0.162,0.21252796420581657,0.09199999999999998
.\data\pascal_voc\train\000134.jpg,car,0.002,0.30997304582210244,0.974,0.889487870619946,0.488,0.5997304582210242,0.972,0.5795148247978437
.\data\pascal_voc\train\000138.jpg,person,0.012,0.1686746987951807,0.308,0.858433734939759,0.16,0.5135542168674698,0.296,0.6897590361445783
.\data\pascal_voc\train\000138.jpg,person,0.29,0.1746987951807229,0.566,0.7771084337349398,0.42799999999999994,0.47590361445783136,0.27599999999999997,0.6024096385542168
.\data\pascal_voc\train\000138.jpg,person,0.448,0.16265060240963855,0.88,1.0,0.664,0.5813253012048193,0.432,0.8373493975903614
.\data\pascal_voc\train\000138.jpg,person,0.726,0.2891566265060241,1.0,1.0,0.863,0.6445783132530121,0.274,0.7108433734939759
.\data\pascal_voc\train\000140.jpg,dog,0.214,0.3640897755610973,0.772,0.7481296758104738,0.493,0.5561097256857855,0.558,0.38403990024937656
.\data\pascal_voc\train\000140.jpg,sofa,0.004,0.2817955112219451,1.0,1.0,0.502,0.6408977556109725,0.996,0.7182044887780549
.\data\pascal_voc\train\000141.jpg,bird,0.05,0.12529550827423167,0.836,0.9432624113475178,0.443,0.5342789598108747,0.7859999999999999,0.8179669030732861
.\data\pascal_voc\train\000142.jpg,car,0.052,0.216,0.93,0.7093333333333334,0.49100000000000005,0.46266666666666667,0.878,0.4933333333333334
.\data\pascal_voc\train\000143.jpg,cat,0.34,0.13813813813813813,1.0,1.0,0.67,0.5690690690690691,0.6599999999999999,0.8618618618618619
